注文ID,注文日,顧客ID,顧客タイプ,商品カテゴリ,商品名,単価,数量,売上金額,都道府県,支払方法
K002268,2024-09-13,C0094,個人,生活用品,紙コップ（100個）,4057,8,32456,東京,請求書払い
K004769,2024-09-13,C0042,個人,食品飲料,個包装菓子アソート,1186,2,2372,東京,クレジットカード
K002640,2024-09-13,C0047,法人,オフィス家具,デスクトップワゴン,5964,1,5964,神奈川,請求書払い
K004974,2024-09-13,C0176,法人,文具,付箋セット,177,40,7080,愛知,請求書払い
K001190,2024-09-13,C0038,法人,OA用品,トナーカートリッジ,3218,3,9654,東京,請求書払い
K001944,2024-09-13,C0057,法人,OA用品,電卓,2318,7,16226,東京,請求書払い
K002979,2024-09-13,C0289,法人,オフィス家具,デスクトップワゴン,8176,1,8176,大阪,請求書払い
K001282,2024-09-13,C0012,法人,オフィス家具,書庫（スチール）,14056,1,14056,東京,クレジットカード
K000075,2024-09-13,C0236,法人,生活用品,ゴミ袋（90L・50枚）,991,2,1982,神奈川,請求書払い
K002609,2024-09-13,C0297,法人,食品飲料,ミネラルウォーター（24本）,989,2,1978,埼玉,請求書払い
K002221,2024-09-13,C0105,個人,オフィス家具,パーテーション,4144,1,4144,神奈川,クレジットカード
K000561,2024-09-13,C0171,個人,食品飲料,スティックスープ,236,7,1652,福岡,クレジットカード
K000801,2024-09-13,C0105,個人,生活用品,紙コップ（100個）,798,12,9576,大阪,代金引換
K002048,2024-09-13,C0089,個人,オフィス家具,パーテーション,10885,2,21770,東京,代金引換
K000439,2024-09-13,C0203,法人,オフィス家具,会議用テーブル,5971,2,11942,愛知,請求書払い
K004645,2024-09-13,C0061,法人,生活用品,ハンドソープ詰替,1038,7,7266,東京,請求書払い
K003046,2024-09-13,C0188,法人,生活用品,ウェットティッシュ,1958,1,1958,埼玉,クレジットカード
K002562,2024-09-13,C0210,法人,生活用品,ゴミ袋（90L・50枚）,1168,7,8176,東京,銀行振込
K002632,2024-09-13,C0296,個人,文具,修正テープ,925,4,3700,福岡,クレジットカード
K003071,2024-09-13,C0033,法人,OA用品,コピー用紙（A4・500枚）,4890,6,29340,愛知,銀行振込
K001305,2024-09-14,C0026,法人,OA用品,トナーカートリッジ,2740,1,2740,愛知,請求書払い
K003974,2024-09-14,C0213,法人,文具,ノート（A4・5冊）,182,6,1092,愛知,銀行振込
K002143,2024-09-14,C0130,法人,生活用品,ゴミ袋（90L・50枚）,983,17,16711,福岡,銀行振込
K003313,2024-09-14,C0151,法人,文具,修正テープ,341,22,7502,福岡,請求書払い
K004666,2024-09-14,C0063,個人,文具,修正テープ,1150,3,3450,神奈川,クレジットカード
K001650,2024-09-14,C0155,個人,文具,ノート（A4・5冊）,1259,4,5036,東京,クレジットカード
K002935,2024-09-14,C0055,法人,文具,修正テープ,664,8,5312,北海道,クレジットカード
K001541,2024-09-14,C0038,法人,オフィス家具,デスクトップワゴン,2898,1,2898,東京,クレジットカード
K002153,2024-09-15,C0278,個人,文具,クリアファイル（20枚）,826,4,3304,埼玉,代金引換
K002673,2024-09-15,C0165,個人,OA用品,トナーカートリッジ,1105,2,2210,北海道,クレジットカード
K002635,2024-09-15,C0169,法人,食品飲料,緑茶ペット（24本）,534,4,2136,神奈川,銀行振込
K002922,2024-09-15,C0294,法人,文具,付箋セット,1406,12,16872,愛知,請求書払い
K000092,2024-09-15,C0266,個人,OA用品,USBメモリ32GB,2388,13,31044,愛知,クレジットカード
K004153,2024-09-15,C0139,法人,生活用品,ハンドソープ詰替,2328,2,4656,大阪,請求書払い
K000215,2024-09-15,C0159,法人,文具,クリアファイル（20枚）,548,22,12056,大阪,銀行振込
K002791,2024-09-15,C0203,法人,生活用品,ハンドソープ詰替,1201,4,4804,東京,銀行振込
K000967,2024-09-16,C0163,個人,OA用品,LANケーブル（5m）,3792,6,22752,大阪,クレジットカード
K003712,2024-09-16,C0134,法人,食品飲料,ドリップコーヒー（50杯）,616,9,5544,大阪,請求書払い
K003346,2024-09-16,C0226,個人,文具,修正テープ,1219,8,9752,愛知,クレジットカード
K001533,2024-09-16,C0278,個人,OA用品,USBメモリ32GB,1335,3,4005,東京,クレジットカード
K004120,2024-09-16,C0278,個人,文具,クリアファイル（20枚）,488,6,2928,神奈川,代金引換
K004968,2024-09-16,C0284,法人,生活用品,トイレットペーパー（12ロール）,1898,4,7592,東京,クレジットカード
K002590,2024-09-16,C0044,法人,OA用品,LANケーブル（5m）,6725,1,6725,大阪,請求書払い
K001512,2024-09-16,C0257,法人,文具,ノート（A4・5冊）,500,21,10500,東京,請求書払い
K000877,2024-09-16,C0188,法人,生活用品,ウェットティッシュ,1220,11,13420,愛知,請求書払い
K001797,2024-09-16,C0081,法人,生活用品,紙コップ（100個）,698,4,2792,東京,請求書払い
K003849,2024-09-16,C0159,法人,食品飲料,個包装菓子アソート,989,23,22747,福岡,請求書払い
K003448,2024-09-16,C0139,法人,生活用品,ウェットティッシュ,1336,7,9352,福岡,請求書払い
K002810,2024-09-16,C0154,法人,OA用品,USBメモリ32GB,2235,13,29055,大阪,請求書払い
K002989,2024-09-16,C0287,法人,文具,修正テープ,315,15,4725,神奈川,請求書払い
K000322,2024-09-16,C0206,法人,OA用品,LANケーブル（5m）,3195,5,15975,埼玉,銀行振込
K004652,2024-09-16,C0095,法人,オフィス家具,オフィスチェア,9429,1,9429,大阪,請求書払い
K000631,2024-09-16,C0087,法人,文具,付箋セット,670,6,4020,大阪,請求書払い
K001332,2024-09-16,C0235,個人,OA用品,コピー用紙（A4・500枚）,1802,1,1802,東京,クレジットカード
K002322,2024-09-16,C0015,個人,OA用品,電卓,4172,1,4172,大阪,クレジットカード
K004741,2024-09-16,C0180,法人,OA用品,コピー用紙（A4・500枚）,2208,6,13248,神奈川,請求書払い
K001367,2024-09-16,C0021,個人,食品飲料,ミネラルウォーター（24本）,420,4,1680,東京,クレジットカード
K003219,2024-09-16,,法人,文具,ボールペン（10本）,251,10,2510,大阪,請求書払い
K001307,2024-09-16,C0182,個人,食品飲料,緑茶ペット（24本）,379,13,4927,神奈川,請求書払い
K003113,2024-09-16,C0210,法人,OA用品,LANケーブル（5m）,1190,10,11900,東京,請求書払い
K002944,2024-09-16,C0205,個人,食品飲料,個包装菓子アソート,698,7,4886,北海道,請求書払い
K001590,2024-09-16,C0080,法人,OA用品,コピー用紙（A4・500枚）,4822,1,4822,大阪,請求書払い
K002953,2024-09-16,C0109,個人,OA用品,トナーカートリッジ,3632,4,14528,東京,クレジットカード
K004317,2024-09-17,C0001,個人,文具,ボールペン（10本）,1591,4,6364,大阪,クレジットカード
K003566,2024-09-17,C0141,個人,生活用品,紙コップ（100個）,1063,10,10630,大阪,請求書払い
K004673,2024-09-17,C0008,個人,OA用品,トナーカートリッジ,3078,1,3078,愛知,クレジットカード
K000778,2024-09-17,C0153,法人,オフィス家具,オフィスチェア,84112,3,252336,東京,クレジットカード
K000779,2024-09-17,C0182,個人,OA用品,USBメモリ32GB,4785,2,9570,福岡,代金引換
K003273,2024-09-17,C0174,法人,文具,ノート（A4・5冊）,330,26,8580,東京,請求書払い
K002355,2024-09-17,C0246,法人,文具,付箋セット,455,3,1365,神奈川,銀行振込
K004660,2024-09-17,C0134,法人,文具,ボールペン（10本）,314,8,2512,福岡,請求書払い
K002046,2024-09-17,C0132,法人,文具,ボールペン（10本）,515,15,7725,埼玉,請求書払い
K001354,2024-09-17,C0136,法人,生活用品,ウェットティッシュ,1422,2,2844,埼玉,クレジットカード
K001131,2024-09-17,C0192,個人,OA用品,USBメモリ32GB,2645,4,10580,北海道,クレジットカード
K003673,2024-09-17,C0115,個人,OA用品,コピー用紙（A4・500枚）,2458,4,9832,愛知,請求書払い
K002135,2024-09-17,C0010,法人,OA用品,電卓,3448,8,27584,東京,請求書払い
K000236,2024-09-17,C0071,個人,OA用品,トナーカートリッジ,4085,1,4085,大阪,クレジットカード
K004561,2024-09-17,C0170,法人,生活用品,ハンドソープ詰替,1004,5,5020,大阪,請求書払い
K002520,2024-09-17,C0218,個人,OA用品,トナーカートリッジ,4970,6,29820,埼玉,クレジットカード
K001595,2024-09-17,,個人,文具,付箋セット,300,4,1200,北海道,クレジットカード
K002474,2024-09-17,C0266,個人,OA用品,USBメモリ32GB,1992,4,7968,東京,クレジットカード
K000891,2024-09-17,C0297,法人,OA用品,電卓,2910,7,20370,愛知,クレジットカード
K001038,2024-09-17,C0072,法人,OA用品,コピー用紙（A4・500枚）,5625,1,5625,東京,請求書払い
K003311,2024-09-17,C0007,法人,OA用品,LANケーブル（5m）,1955,4,7820,大阪,銀行振込
K003107,2024-09-17,C0169,法人,文具,クリアファイル（20枚）,533,2,1066,東京,請求書払い
K001916,2024-09-17,C0039,個人,文具,付箋セット,911,6,5466,愛知,クレジットカード
K004733,2024-09-17,C0273,個人,OA用品,コピー用紙（A4・500枚）,2828,1,2828,東京,代金引換
K002957,2024-09-18,C0120,個人,文具,ボールペン（10本）,497,15,7455,東京,請求書払い
K000305,2024-09-18,C0114,法人,生活用品,ゴミ袋（90L・50枚）,858,7,6006,東京,請求書払い
K004989,2024-09-18,C0112,法人,文具,付箋セット,722,3,2166,東京,請求書払い
K003917,2024-09-18,C0170,法人,OA用品,トナーカートリッジ,1498,4,5992,神奈川,請求書払い
K004987,2024-09-18,C0010,法人,OA用品,電卓,6492,1,6492,神奈川,クレジットカード
K004424,2024-09-18,C0078,法人,OA用品,コピー用紙（A4・500枚）,1510,7,10570,神奈川,請求書払い
K000985,2024-09-18,C0071,個人,OA用品,電卓,4012,4,16048,埼玉,クレジットカード
K004450,2024-09-18,C0047,法人,食品飲料,個包装菓子アソート,298,13,3874,東京,銀行振込
K001990,2024-09-18,C0285,法人,オフィス家具,オフィスチェア,10675,2,21350,福岡,銀行振込
K001987,2024-09-18,C0054,法人,OA用品,USBメモリ32GB,1190,13,15470,愛知,銀行振込
K000087,2024-09-18,C0145,法人,オフィス家具,オフィスチェア,7567,2,15134,神奈川,請求書払い
K002827,2024-09-18,C0158,法人,生活用品,トイレットペーパー（12ロール）,1666,1,1666,北海道,銀行振込
K000076,2024-09-18,,法人,文具,クリアファイル（20枚）,883,12,10596,大阪,銀行振込
K004137,2024-09-18,C0162,個人,生活用品,ウェットティッシュ,3630,2,7260,東京,クレジットカード
K001860,2024-09-18,C0079,個人,文具,ボールペン（10本）,499,12,5988,福岡,クレジットカード
K004226,2024-09-18,C0149,法人,生活用品,トイレットペーパー（12ロール）,926,13,12038,大阪,請求書払い
K002913,2024-09-18,C0277,法人,文具,付箋セット,474,12,5688,神奈川,クレジットカード
K004194,2024-09-18,C0143,法人,OA用品,トナーカートリッジ,5468,1,5468,東京,請求書払い
K002027,2024-09-18,C0272,個人,OA用品,電卓,1690,3,5070,埼玉,代金引換
K001870,2024-09-18,C0218,個人,食品飲料,ミネラルウォーター（24本）,642,2,1284,大阪,代金引換
K000510,2024-09-18,C0162,個人,食品飲料,緑茶ペット（24本）,440,9,3960,東京,クレジットカード
K001620,2024-09-18,C0170,法人,OA用品,コピー用紙（A4・500枚）,1082,10,10820,東京,請求書払い
K000197,2024-09-18,C0228,個人,生活用品,紙コップ（100個）,1424,1,1424,大阪,クレジットカード
K002967,2024-09-18,C0113,法人,文具,修正テープ,381,3,1143,福岡,銀行振込
K000720,2024-09-18,C0013,個人,OA用品,LANケーブル（5m）,3105,3,9315,福岡,代金引換
K004149,2024-09-18,C0060,個人,文具,ボールペン（10本）,716,4,2864,東京,クレジットカード
K001344,2024-09-18,C0084,法人,食品飲料,緑茶ペット（24本）,592,7,4144,東京,銀行振込
K002370,2024-09-18,C0219,個人,OA用品,USBメモリ32GB,1492,2,2984,埼玉,クレジットカード
K001889,2024-09-18,C0216,法人,文具,クリアファイル（20枚）,972,16,15552,神奈川,請求書払い
K002215,2024-09-18,C0297,法人,OA用品,コピー用紙（A4・500枚）,3072,4,12288,東京,請求書払い
K004590,2024-09-18,C0028,法人,オフィス家具,書庫（スチール）,12880,4,51520,神奈川,請求書払い
K000160,2024-09-18,C0182,個人,文具,ボールペン（10本）,451,6,2706,大阪,請求書払い
K001318,2024-09-19,C0024,個人,食品飲料,ドリップコーヒー（50杯）,454,4,1816,大阪,クレジットカード
K004091,2024-09-19,C0055,法人,文具,クリアファイル（20枚）,860,6,5160,東京,請求書払い
K000003,2024-09-19,C0048,法人,文具,付箋セット,789,3,2367,東京,クレジットカード
K003762,2024-09-19,C0253,法人,文具,修正テープ,1176,16,18816,大阪,請求書払い
K003774,2024-09-19,C0216,法人,生活用品,紙コップ（100個）,739,2,1478,神奈川,銀行振込
K002974,2024-09-19,C0282,個人,生活用品,ウェットティッシュ,604,2,1208,北海道,クレジットカード
K003220,2024-09-19,C0077,法人,文具,クリアファイル（20枚）,1481,2,2962,大阪,請求書払い
K001404,2024-09-19,C0229,個人,オフィス家具,パーテーション,6321,3,18963,東京,クレジットカード
K001767,2024-09-19,C0234,個人,OA用品,トナーカートリッジ,4882,4,19528,大阪,クレジットカード
K001954,2024-09-19,C0094,個人,食品飲料,個包装菓子アソート,358,9,3222,大阪,クレジットカード
K000806,2024-09-19,C0035,法人,文具,ボールペン（10本）,271,20,5420,神奈川,請求書払い
K003895,2024-09-19,C0253,法人,OA用品,LANケーブル（5m）,1858,1,1858,大阪,請求書払い
K001875,2024-09-19,C0094,個人,文具,ノート（A4・5冊）,396,10,3960,東京,代金引換
K003882,2024-09-19,C0061,法人,文具,修正テープ,373,3,1119,埼玉,クレジットカード
K001742,2024-09-19,C0213,法人,文具,修正テープ,589,2,1178,愛知,請求書払い
K003125,2024-09-19,C0023,法人,文具,クリアファイル（20枚）,408,3,1224,福岡,請求書払い
K001365,2024-09-19,C0295,法人,文具,クリアファイル（20枚）,1045,6,6270,北海道,クレジットカード
K003017,2024-09-19,C0258,個人,OA用品,電卓,2985,5,14925,北海道,クレジットカード
K001792,2024-09-19,C0029,法人,オフィス家具,デスクトップワゴン,6685,8,53480,神奈川,請求書払い
K000385,2024-09-19,C0093,個人,OA用品,USBメモリ32GB,2638,2,5276,福岡,代金引換
K003081,2024-09-19,C0025,法人,OA用品,電卓,1852,14,25928,埼玉,請求書払い
K004495,2024-09-19,C0020,個人,文具,修正テープ,912,12,10944,神奈川,クレジットカード
K002138,2024-09-19,C0197,個人,食品飲料,ドリップコーヒー（50杯）,509,13,6617,東京,クレジットカード
K004507,2024-09-19,C0262,法人,文具,ノート（A4・5冊）,314,6,1884,東京,銀行振込
K004282,2024-09-19,C0107,個人,生活用品,トイレットペーパー（12ロール）,942,6,5652,大阪,代金引換
K001896,2024-09-19,C0293,個人,OA用品,コピー用紙（A4・500枚）,2985,4,11940,東京,クレジットカード
K001573,2024-09-19,C0217,個人,生活用品,ハンドソープ詰替,2093,2,4186,東京,請求書払い
K001004,2024-09-19,C0044,法人,OA用品,LANケーブル（5m）,1885,8,15080,東京,請求書払い
K003500,2024-09-19,C0250,個人,OA用品,トナーカートリッジ,6028,4,24112,大阪,クレジットカード
K000973,2024-09-19,C0031,個人,オフィス家具,書庫（スチール）,6419,1,6419,東京,クレジットカード
K003045,2024-09-20,C0166,法人,OA用品,トナーカートリッジ,1250,1,1250,北海道,請求書払い
K001472,2024-09-20,C0119,法人,OA用品,コピー用紙（A4・500枚）,6202,6,37212,神奈川,請求書払い
K001345,2024-09-20,C0271,個人,生活用品,ゴミ袋（90L・50枚）,565,5,2825,大阪,クレジットカード
K004832,2024-09-20,C0268,法人,文具,クリアファイル（20枚）,895,3,2685,埼玉,請求書払い
K000266,2024-09-20,C0207,個人,文具,クリアファイル（20枚）,297,3,891,東京,クレジットカード
K000326,2024-09-20,C0007,法人,OA用品,コピー用紙（A4・500枚）,1728,6,10368,東京,銀行振込
K004646,2024-09-20,C0268,法人,生活用品,ハンドソープ詰替,2142,2,4284,大阪,請求書払い
K001164,2024-09-20,C0158,法人,生活用品,紙コップ（100個）,1343,15,20145,福岡,銀行振込
K004909,2024-09-20,C0152,法人,文具,付箋セット,765,8,6120,福岡,請求書払い
K003794,2024-09-20,C0012,法人,生活用品,トイレットペーパー（12ロール）,2132,17,36244,東京,請求書払い
K003117,2024-09-20,C0173,法人,生活用品,ウェットティッシュ,756,5,3780,東京,請求書払い
K004029,2024-09-20,C0038,法人,OA用品,トナーカートリッジ,2225,3,6675,東京,請求書払い
K001066,2024-09-20,C0106,個人,生活用品,ゴミ袋（90L・50枚）,1254,3,3762,東京,クレジットカード
K001802,2024-09-20,C0229,個人,文具,クリアファイル（20枚）,589,6,3534,福岡,クレジットカード
K004948,2024-09-20,C0136,法人,文具,修正テープ,651,3,1953,埼玉,請求書払い
K002205,2024-09-20,C0217,個人,オフィス家具,会議用テーブル,11704,1,11704,北海道,クレジットカード
K003138,2024-09-20,C0256,法人,文具,付箋セット,1387,39,54093,愛知,クレジットカード
K004729,2024-09-20,C0012,法人,オフィス家具,デスクトップワゴン,10626,2,21252,東京,クレジットカード
K002669,2024-09-20,C0199,法人,文具,修正テープ,553,8,4424,福岡,銀行振込
K000829,2024-09-20,C0007,法人,生活用品,ウェットティッシュ,2750,5,13750,大阪,請求書払い
K002614,2024-09-20,C0114,法人,文具,付箋セット,600,32,19200,東京,請求書払い
K003137,2024-09-20,C0086,個人,食品飲料,ドリップコーヒー（50杯）,1058,27,28566,北海道,クレジットカード
K002231,2024-09-20,C0285,法人,生活用品,ゴミ袋（90L・50枚）,1060,2,2120,大阪,銀行振込
K000960,2024-09-20,C0003,個人,文具,クリアファイル（20枚）,490,4,1960,東京,クレジットカード
K002917,2024-09-20,C0213,法人,OA用品,電卓,3895,1,3895,東京,銀行振込
K003332,2024-09-20,C0286,法人,文具,クリアファイル（20枚）,362,26,9412,東京,銀行振込
K002535,2024-09-20,C0265,法人,オフィス家具,オフィスチェア,3465,3,10395,埼玉,銀行振込
K004486,2024-09-20,C0186,法人,生活用品,ゴミ袋（90L・50枚）,1336,5,6680,東京,請求書払い
K000724,2024-09-20,C0155,個人,OA用品,LANケーブル（5m）,2122,1,2122,大阪,クレジットカード
K004922,2024-09-20,C0170,法人,文具,修正テープ,166,12,1992,大阪,請求書払い
K002537,2024-09-20,C0269,法人,OA用品,USBメモリ32GB,2452,5,12260,東京,銀行振込
K003707,2024-09-20,C0208,個人,生活用品,ゴミ袋（90L・50枚）,2503,10,25030,福岡,クレジットカード
K003579,2024-09-20,C0148,個人,食品飲料,ミネラルウォーター（24本）,258,22,5676,福岡,クレジットカード
K001905,2024-09-21,C0176,法人,オフィス家具,書庫（スチール）,5600,8,44800,東京,請求書払い
K004597,2024-09-21,C0239,法人,オフィス家具,書庫（スチール）,17059,2,34118,埼玉,銀行振込
K002277,2024-09-21,C0077,法人,文具,修正テープ,770,6,4620,福岡,請求書払い
K000764,2024-09-21,C0029,法人,食品飲料,緑茶ペット（24本）,497,31,15407,東京,請求書払い
K000654,2024-09-21,C0154,法人,文具,ノート（A4・5冊）,649,3,1947,北海道,請求書払い
K004929,2024-09-21,C0201,個人,文具,ボールペン（10本）,418,12,5016,大阪,クレジットカード
K003208,2024-09-22,C0078,法人,文具,ボールペン（10本）,803,3,2409,東京,請求書払い
K001834,2024-09-22,C0086,個人,オフィス家具,書庫（スチール）,4487,2,8974,東京,クレジットカード
K000628,2024-09-22,C0176,法人,生活用品,ウェットティッシュ,1873,13,24349,大阪,請求書払い
K000218,2024-09-22,C0256,法人,食品飲料,スティックスープ,153,18,2754,東京,請求書払い
K000463,2024-09-22,C0220,法人,OA用品,USBメモリ32GB,2002,5,10010,埼玉,クレジットカード
K003405,2024-09-22,C0135,個人,生活用品,ウェットティッシュ,2506,8,20048,福岡,クレジットカード
K003102,2024-09-22,C0064,法人,文具,付箋セット,422,8,3376,東京,請求書払い
K000620,2024-09-22,C0274,法人,文具,付箋セット,773,3,2319,神奈川,銀行振込
K000743,2024-09-22,C0265,法人,生活用品,ハンドソープ詰替,1513,10,15130,東京,請求書払い
K002731,2024-09-22,C0281,法人,文具,ノート（A4・5冊）,917,3,2751,東京,請求書払い
K004084,2024-09-22,C0142,法人,生活用品,紙コップ（100個）,1046,2,2092,東京,クレジットカード
K003681,2024-09-23,C0019,個人,文具,修正テープ,886,6,5316,東京,代金引換
K004714,2024-09-23,C0271,個人,文具,付箋セット,821,9,7389,福岡,代金引換
K000420,2024-09-23,C0081,法人,文具,修正テープ,336,10,3360,東京,請求書払い
K000448,2024-09-23,C0188,法人,文具,修正テープ,337,21,7077,愛知,クレジットカード
K000399,2024-09-23,C0184,個人,生活用品,ハンドソープ詰替,1994,4,7976,福岡,クレジットカード
K001156,2024-09-23,C0168,法人,OA用品,USBメモリ32GB,7092,7,49644,東京,請求書払い
K004639,2024-09-23,C0234,個人,文具,ボールペン（10本）,1175,2,2350,福岡,クレジットカード
K002341,2024-09-23,C0052,法人,オフィス家具,パーテーション,6979,2,13958,神奈川,銀行振込
K004605,2024-09-23,C0016,法人,OA用品,USBメモリ32GB,2868,3,8604,東京,請求書払い
K004527,2024-09-23,C0300,法人,食品飲料,ミネラルウォーター（24本）,809,2,1618,埼玉,請求書払い
K003993,2024-09-23,C0018,個人,文具,ノート（A4・5冊）,604,15,9060,東京,クレジットカード
K000389,2024-09-23,C0277,法人,生活用品,ウェットティッシュ,341,8,2728,北海道,銀行振込
K002539,2024-09-23,C0131,法人,文具,ノート（A4・5冊）,729,16,11664,愛知,銀行振込
K004191,2024-09-23,C0292,法人,文具,修正テープ,832,3,2496,福岡,請求書払い
K003631,2024-09-23,C0145,法人,文具,ボールペン（10本）,674,10,6740,北海道,請求書払い
K004956,2024-09-23,C0137,個人,OA用品,LANケーブル（5m）,3200,5,16000,東京,クレジットカード
K001995,2024-09-23,C0288,個人,オフィス家具,デスクトップワゴン,9422,2,18844,神奈川,代金引換
K002842,2024-09-23,C0011,法人,OA用品,USBメモリ32GB,2642,8,21136,福岡,請求書払い
K002211,2024-09-23,C0169,法人,OA用品,LANケーブル（5m）,1870,4,7480,北海道,請求書払い
K002603,2024-09-23,C0146,個人,OA用品,トナーカートリッジ,2378,8,19024,東京,クレジットカード
K003336,2024-09-23,C0231,法人,文具,ノート（A4・5冊）,692,20,13840,大阪,請求書払い
K003738,2024-09-23,C0103,法人,生活用品,ゴミ袋（90L・50枚）,2947,4,11788,東京,銀行振込
K000852,2024-09-23,C0065,法人,文具,クリアファイル（20枚）,599,8,4792,愛知,請求書払い
K003739,2024-09-23,C0054,法人,オフィス家具,パーテーション,4025,4,16100,福岡,請求書払い
K004960,2024-09-23,C0069,個人,食品飲料,スティックスープ,1098,2,2196,東京,クレジットカード
K003326,2024-09-23,C0254,法人,オフィス家具,パーテーション,4795,1,4795,福岡,請求書払い
K002929,2024-09-23,C0147,法人,生活用品,トイレットペーパー（12ロール）,748,2,1496,大阪,銀行振込
K001199,2024-09-23,C0013,個人,生活用品,トイレットペーパー（12ロール）,1924,3,5772,北海道,クレジットカード
K003033,2024-09-23,C0173,法人,文具,修正テープ,1204,6,7224,北海道,クレジットカード
K004964,2024-09-23,C0260,法人,文具,付箋セット,752,16,12032,大阪,銀行振込
K002160,2024-09-23,C0001,個人,生活用品,紙コップ（100個）,1378,2,2756,大阪,代金引換
K003891,2024-09-23,C0092,法人,文具,クリアファイル（20枚）,451,22,9922,埼玉,請求書払い
K004763,2024-09-24,C0138,法人,食品飲料,ミネラルウォーター（24本）,1462,9,13158,愛知,クレジットカード
K004303,2024-09-24,C0195,個人,生活用品,ゴミ袋（90L・50枚）,944,3,2832,神奈川,クレジットカード
K003941,2024-09-24,C0072,法人,文具,付箋セット,731,2,1462,神奈川,銀行振込
K001631,2024-09-24,C0240,法人,食品飲料,ミネラルウォーター（24本）,336,7,2352,福岡,請求書払い
K002423,2024-09-24,C0126,法人,OA用品,LANケーブル（5m）,3580,7,25060,東京,請求書払い
K001108,2024-09-24,C0121,個人,オフィス家具,デスクトップワゴン,15932,1,15932,東京,代金引換
K001857,2024-09-24,C0008,個人,OA用品,電卓,5570,4,22280,愛知,代金引換
K004003,2024-09-24,C0192,個人,OA用品,USBメモリ32GB,3798,6,22788,北海道,クレジットカード
K003433,2024-09-24,C0035,法人,OA用品,コピー用紙（A4・500枚）,3175,5,15875,東京,請求書払い
K000108,2024-09-24,,法人,OA用品,USBメモリ32GB,2705,3,8115,大阪,銀行振込
K002945,2024-09-24,C0052,法人,OA用品,トナーカートリッジ,5202,1,5202,東京,銀行振込
K000400,2024-09-24,C0198,法人,文具,クリアファイル（20枚）,822,36,29592,北海道,請求書払い
K002071,2024-09-24,C0162,個人,生活用品,ウェットティッシュ,2795,2,5590,愛知,クレジットカード
K004243,2024-09-24,C0105,個人,文具,ボールペン（10本）,335,4,1340,福岡,代金引換
K000332,2024-09-24,C0055,法人,食品飲料,ドリップコーヒー（50杯）,1285,9,11565,東京,クレジットカード
K003338,2024-09-24,C0217,個人,生活用品,ウェットティッシュ,2813,15,42195,埼玉,クレジットカード
K001749,2024-09-24,C0272,個人,OA用品,トナーカートリッジ,3225,4,12900,神奈川,請求書払い
K001201,2024-09-24,C0291,法人,文具,ノート（A4・5冊）,338,3,1014,東京,請求書払い
K002807,2024-09-24,C0122,法人,生活用品,トイレットペーパー（12ロール）,986,2,1972,東京,請求書払い
K000559,2024-09-24,C0180,法人,生活用品,ウェットティッシュ,2436,4,9744,大阪,銀行振込
K003743,2024-09-24,C0274,法人,文具,クリアファイル（20枚）,950,3,2850,埼玉,クレジットカード
K003528,2024-09-24,C0197,個人,文具,ノート（A4・5冊）,972,18,17496,大阪,代金引換
K001646,2024-09-24,C0289,法人,OA用品,USBメモリ32GB,2418,1,2418,神奈川,請求書払い
K004574,2024-09-24,C0088,法人,文具,ノート（A4・5冊）,670,6,4020,東京,請求書払い
K004575,2024-09-24,C0046,個人,文具,クリアファイル（20枚）,1023,16,16368,愛知,クレジットカード
K002006,2024-09-24,C0290,法人,OA用品,トナーカートリッジ,3855,1,3855,東京,請求書払い
K002868,2024-09-24,C0090,法人,生活用品,紙コップ（100個）,625,8,5000,愛知,請求書払い
K000711,2024-09-24,C0261,個人,生活用品,ハンドソープ詰替,1175,7,8225,東京,クレジットカード
K004919,2024-09-24,C0068,個人,文具,修正テープ,613,15,9195,大阪,クレジットカード
K001812,2024-09-25,C0186,法人,OA用品,電卓,1418,5,7090,東京,請求書払い
K002493,2024-09-25,C0054,法人,オフィス家具,会議用テーブル,7182,2,14364,大阪,請求書払い
K004584,2024-09-25,C0232,法人,文具,ノート（A4・5冊）,387,3,1161,神奈川,請求書払い
K004849,2024-09-25,C0152,法人,文具,ボールペン（10本）,1582,10,15820,東京,請求書払い
K001478,2024-09-25,C0255,法人,食品飲料,個包装菓子アソート,651,9,5859,東京,クレジットカード
K002542,2024-09-25,,法人,OA用品,コピー用紙（A4・500枚）,2220,3,6660,大阪,請求書払い
K001903,2024-09-25,C0051,法人,文具,付箋セット,2277,3,6831,福岡,クレジットカード
K003645,2024-09-25,C0185,法人,オフィス家具,パーテーション,13937,6,83622,埼玉,請求書払い
K000767,2024-09-25,,個人,OA用品,電卓,4385,1,4385,東京,クレジットカード
K004238,2024-09-25,C0256,法人,文具,ノート（A4・5冊）,950,3,2850,大阪,銀行振込
K003377,2024-09-25,C0256,法人,生活用品,トイレットペーパー（12ロール）,2291,5,11455,東京,銀行振込
K003169,2024-09-25,C0266,個人,生活用品,ハンドソープ詰替,2051,4,8204,神奈川,クレジットカード
K003323,2024-09-25,C0227,法人,OA用品,電卓,2708,3,8124,東京,銀行振込
K003588,2024-09-25,C0021,個人,食品飲料,緑茶ペット（24本）,268,5,1340,福岡,クレジットカード
K002443,2024-09-25,C0207,個人,オフィス家具,会議用テーブル,10787,6,64722,愛知,クレジットカード
K001884,2024-09-25,C0203,法人,文具,クリアファイル（20枚）,850,16,13600,大阪,請求書払い
